complaint_id,text_description,issue_type,department,priority,latitude,longitude,status,created_time,created_date
COMP_00031,Electric pole damaged near Koramangala,electricity,BESCOM,Critical,13.05983165,77.4987574,In Progress,12:39:12,2026-12-30
COMP_00032,Electric pole damaged near Jayanagar,electricity,BESCOM,Critical,12.94220347,77.58225856,Pending,16:36:46,2037-10-02
COMP_00033,Power outage in Malleshwaram for 10 days,electricity,BESCOM,Critical,12.92285255,77.6918265,Pending,10:55:05,2029-10-24
COMP_00034,Transformer issue reported at Indiranagar,electricity,BESCOM,Critical,13.06299922,77.60903344,In Progress,22:45:01,2076-10-08
COMP_00035,Water contamination issue at Yelahanka,water,BWSSB,High,12.95962613,77.51376267,In Progress,03:33:01,2089-12-21
COMP_00036,Water leakage reported at BTM Layout,water,BWSSB,High,13.02179414,77.63684661,Pending,12:58:46,2087-04-17
COMP_00037,Water leakage reported at Jayanagar,water,BWSSB,High,12.92565682,77.5660655,In Progress,10:59:58,2086-12-09
COMP_00038,Electric pole damaged near Jayanagar,electricity,BESCOM,Critical,12.94183827,77.63250683,Pending,21:35:30,2033-07-12
COMP_00039,Water contamination issue at BTM Layout,water,BWSSB,High,12.96561419,77.68884747,In Progress,07:38:26,2076-07-15
COMP_00040,Large pothole near Whitefield causing traffic issues,roads,BBMP Roads,High,13.06379241,77.69259819,Pending,00:23:50,2102-10-29
COMP_00041,Power outage in Jayanagar for 2 days,electricity,BESCOM,Critical,12.91903228,77.62137914,In Progress,21:33:15,2087-07-14
COMP_00042,No water supply in Jayanagar since 5 days,water,BWSSB,High,12.92018594,77.68030342,Pending,15:14:50,2103-12-11
COMP_00043,Pothole near bus stop at Koramangala,roads,BBMP Roads,Medium,13.0701884,77.53513903,Pending,06:14:31,2048-09-25
COMP_00044,Overflowing dustbin at MG Road,garbage,BBMP Sanitation,High,13.02158699,77.59344527,Pending,18:46:56,2044-07-16
COMP_00045,Large pothole near MG Road causing traffic issues,roads,BBMP Roads,High,12.95753981,77.5093286,Pending,23:15:36,2021-06-20
COMP_00046,Pothole near bus stop at Jayanagar,roads,BBMP Roads,Medium,12.9341034,77.5519688,In Progress,06:01:16,2102-12-28
COMP_00047,Multiple cracks on road at Indiranagar,roads,BBMP Roads,Medium,12.89641537,77.66453586,Pending,14:00:30,2110-11-25
COMP_00048,Pothole near bus stop at Jayanagar,roads,BBMP Roads,High,12.89296204,77.5054413,Pending,11:11:21,2105-06-15
COMP_00049,Large pothole near Koramangala causing traffic issues,roads,BBMP Roads,High,13.03078452,77.59424724,In Progress,13:24:21,2020-05-05
COMP_00050,Waste scattered on road at Indiranagar,garbage,BBMP Sanitation,High,12.96246926,77.49797303,Pending,03:04:52,2040-11-04
COMP_00051,Water contamination issue at BTM Layout,water,BWSSB,High,13.05419179,77.55729708,Pending,16:44:14,2098-10-22
COMP_00052,Multiple cracks on road at Indiranagar,roads,BBMP Roads,Medium,12.89169376,77.67728012,Pending,11:26:28,2097-02-10
COMP_00053,Overflowing dustbin at MG Road,garbage,BBMP Sanitation,Medium,12.98093133,77.61998705,In Progress,20:34:12,2095-01-26
COMP_00054,Multiple cracks on road at BTM Layout,roads,BBMP Roads,Medium,12.89437756,77.55088725,Pending,17:27:15,2077-12-03
COMP_00055,Large pothole near MG Road causing traffic issues,roads,BBMP Roads,Medium,13.01440993,77.5553478,Pending,20:50:18,2102-05-13
COMP_00056,Garbage not collected at BTM Layout for 9 days,garbage,BBMP Sanitation,Medium,12.91405647,77.62730872,In Progress,04:31:49,2116-08-03
COMP_00057,Electric pole damaged near Indiranagar,electricity,BESCOM,High,13.04714358,77.62036575,Pending,17:28:22,2091-08-04
COMP_00058,Road surface damaged at BTM Layout,roads,BBMP Roads,High,12.88094573,77.66559064,In Progress,04:52:44,2043-12-20
COMP_00059,Road surface damaged at Jayanagar,roads,BBMP Roads,High,12.95112399,77.5437566,Pending,17:05:06,2033-01-14
COMP_00060,Waste scattered on road at Yelahanka,garbage,BBMP Sanitation,High,13.01576527,77.66743523,Pending,19:08:31,2021-10-24
COMP_00061,Street lights not working at Indiranagar,electricity,BESCOM,High,13.05673177,77.55344132,In Progress,10:30:38,2105-12-03
COMP_00062,Electric pole damaged near Yelahanka,electricity,BESCOM,Critical,12.93757662,77.59755317,In Progress,03:09:07,2049-03-01
COMP_00063,Transformer issue reported at BTM Layout,electricity,BESCOM,High,12.98631234,77.59241704,In Progress,11:54:27,2054-07-16
COMP_00064,Transformer issue reported at MG Road,electricity,BESCOM,High,12.89701504,77.65692221,In Progress,02:01:23,2064-06-02
COMP_00065,Road surface damaged at Yelahanka,roads,BBMP Roads,High,13.05324197,77.61465605,In Progress,16:33:40,2048-01-13
COMP_00066,Overflowing dustbin at BTM Layout,garbage,BBMP Sanitation,Medium,13.01484224,77.68330925,In Progress,19:20:30,2041-04-26
COMP_00067,Street lights not working at Whitefield,electricity,BESCOM,High,12.98626108,77.69097679,In Progress,09:53:32,2073-01-03
COMP_00068,Waste scattered on road at Malleshwaram,garbage,BBMP Sanitation,Medium,13.04829479,77.58846473,In Progress,12:23:24,2094-07-26
COMP_00069,Waste scattered on road at Indiranagar,garbage,BBMP Sanitation,Medium,13.03352063,77.68576882,In Progress,01:55:23,2048-08-27
COMP_00070,Illegal garbage dumping near Jayanagar,garbage,BBMP Sanitation,Medium,12.88479795,77.68151383,In Progress,20:57:58,2089-11-26
COMP_00071,Street lights not working at Koramangala,electricity,BESCOM,High,12.91877895,77.60246732,Pending,12:42:02,2052-08-01
COMP_00072,Illegal garbage dumping near Yelahanka,garbage,BBMP Sanitation,High,12.99643267,77.65894769,Pending,10:52:22,2091-11-22
COMP_00073,Pothole near bus stop at Jayanagar,roads,BBMP Roads,Medium,12.87979339,77.53290989,Pending,12:41:51,2065-07-27
COMP_00074,No water supply in Whitefield since 7 days,water,BWSSB,Critical,12.92940003,77.67936312,In Progress,08:57:15,2113-11-19
COMP_00075,Waste scattered on road at BTM Layout,garbage,BBMP Sanitation,High,12.9199805,77.60959923,Pending,12:20:51,2081-09-09
COMP_00076,Road surface damaged at Yelahanka,roads,BBMP Roads,High,12.88958159,77.49845252,Pending,04:16:57,2075-11-27
COMP_00077,Water leakage reported at BTM Layout,water,BWSSB,High,12.99611254,77.6339285,In Progress,13:34:05,2033-08-02
COMP_00078,Large pothole near BTM Layout causing traffic issues,roads,BBMP Roads,High,12.927362,77.52803952,Pending,09:46:51,2116-07-23
COMP_00079,Waste scattered on road at BTM Layout,garbage,BBMP Sanitation,Medium,13.01863378,77.56180027,In Progress,22:02:59,2050-05-03
COMP_00080,Road surface damaged at Jayanagar,roads,BBMP Roads,Medium,12.90340578,77.60347843,In Progress,13:11:02,2101-04-22
COMP_00081,Electric pole damaged near Jayanagar,electricity,BESCOM,Critical,12.89523339,77.55611895,Pending,10:25:13,2106-08-21
COMP_00082,Street lights not working at MG Road,electricity,BESCOM,Critical,12.95300968,77.59473178,Pending,02:15:28,2048-09-12
COMP_00083,Broken water pipe flooding street at MG Road,water,BWSSB,High,13.04226219,77.52440607,Pending,11:09:49,2101-10-16
COMP_00084,Multiple cracks on road at Yelahanka,roads,BBMP Roads,Medium,13.01778074,77.60551106,In Progress,13:42:39,2052-06-24
COMP_00085,Road surface damaged at MG Road,roads,BBMP Roads,High,13.04512179,77.61811016,Pending,10:01:38,2066-07-31
COMP_00086,Power outage in MG Road for 6 days,electricity,BESCOM,High,12.93144506,77.54109283,In Progress,02:00:20,2068-04-11
COMP_00087,Overflowing dustbin at Koramangala,garbage,BBMP Sanitation,High,13.04975645,77.53672539,Pending,09:53:46,2023-04-12
COMP_00088,Multiple cracks on road at Jayanagar,roads,BBMP Roads,High,13.01699675,77.52574247,Pending,03:20:19,2069-10-20
COMP_00089,Street lights not working at Yelahanka,electricity,BESCOM,Critical,13.00066634,77.62157312,Pending,20:22:16,2082-03-21
COMP_00090,No water supply in BTM Layout since 5 days,water,BWSSB,High,12.991052,77.50615456,Pending,09:43:59,2039-04-13
COMP_00091,Large pothole near Jayanagar causing traffic issues,roads,BBMP Roads,High,13.01240169,77.64317428,Pending,16:48:29,2043-02-27
COMP_00092,Broken water pipe flooding street at BTM Layout,water,BWSSB,Critical,12.9522393,77.56799029,In Progress,01:08:54,2047-02-01
COMP_00093,Water leakage reported at Koramangala,water,BWSSB,High,12.96632739,77.5703504,In Progress,15:44:33,2106-12-02
COMP_00094,Garbage not collected at MG Road for 7 days,garbage,BBMP Sanitation,High,12.88859119,77.58143698,In Progress,06:21:51,2060-05-08
COMP_00095,Road surface damaged at MG Road,roads,BBMP Roads,Medium,13.04684154,77.61088133,Pending,13:22:08,2107-10-29
COMP_00096,No water supply in Koramangala since 2 days,water,BWSSB,High,13.05382608,77.51357543,In Progress,22:40:20,2114-02-18
COMP_00097,Multiple cracks on road at MG Road,roads,BBMP Roads,Medium,12.90239709,77.60278634,Pending,09:00:04,2076-02-08
COMP_00098,Road surface damaged at Yelahanka,roads,BBMP Roads,Medium,13.01331129,77.52648032,In Progress,20:36:04,2048-01-31
COMP_00099,Waste scattered on road at Koramangala,garbage,BBMP Sanitation,Medium,13.02241769,77.65989891,In Progress,12:48:36,2102-12-12
COMP_00100,Multiple cracks on road at BTM Layout,roads,BBMP Roads,High,13.02030473,77.68816379,In Progress,11:06:05,2055-10-15
COMP_00101,No water supply in Malleshwaram since 5 days,water,BWSSB,Critical,13.06315099,77.61314146,Pending,23:08:13,2067-02-11
COMP_00102,No water supply in BTM Layout since 6 days,water,BWSSB,Critical,13.0442384,77.66079935,Pending,20:54:28,2079-01-26
COMP_00103,Street lights not working at Whitefield,electricity,BESCOM,Critical,12.91076497,77.57774853,In Progress,02:05:07,2116-04-17
COMP_00104,Illegal garbage dumping near Whitefield,garbage,BBMP Sanitation,Medium,12.94488778,77.59686433,Pending,02:13:30,2066-10-01
COMP_00105,Illegal garbage dumping near Indiranagar,garbage,BBMP Sanitation,High,13.04380006,77.58446513,Pending,11:38:53,2100-07-30
COMP_00106,Multiple cracks on road at Jayanagar,roads,BBMP Roads,High,13.06635204,77.56807169,Pending,21:57:40,2086-07-07
COMP_00107,No water supply in BTM Layout since 5 days,water,BWSSB,Critical,13.0127804,77.60975929,Pending,08:34:10,2086-10-19
COMP_00108,Street lights not working at Malleshwaram,electricity,BESCOM,High,13.01884533,77.58624645,Pending,05:41:57,2067-08-06
COMP_00109,Pothole near bus stop at MG Road,roads,BBMP Roads,High,12.91448549,77.68283782,Pending,02:13:37,2067-01-07
COMP_00110,Waste scattered on road at Indiranagar,garbage,BBMP Sanitation,High,13.04033547,77.62852176,In Progress,16:07:44,2036-02-06
COMP_00111,Overflowing dustbin at Jayanagar,garbage,BBMP Sanitation,Medium,13.02261573,77.67503199,Pending,15:33:15,2090-04-27
COMP_00112,Overflowing dustbin at Whitefield,garbage,BBMP Sanitation,High,12.98486871,77.63612016,Pending,07:08:56,2103-04-09
COMP_00113,Water contamination issue at Indiranagar,water,BWSSB,Critical,12.98779961,77.64231044,Pending,10:52:41,2057-10-23
COMP_00114,Water contamination issue at Jayanagar,water,BWSSB,High,12.88963392,77.51485385,Pending,01:46:58,2090-06-01
COMP_00115,Transformer issue reported at Whitefield,electricity,BESCOM,High,12.93845592,77.56935269,In Progress,05:21:36,2087-02-19
COMP_00116,Broken water pipe flooding street at Malleshwaram,water,BWSSB,Critical,12.91257287,77.55372261,In Progress,04:57:31,2115-02-10
COMP_00117,No water supply in BTM Layout since 2 days,water,BWSSB,Critical,12.91827959,77.62293303,Pending,12:15:42,2082-07-25
COMP_00118,Power outage in BTM Layout for 4 days,electricity,BESCOM,Critical,12.94900661,77.53389505,In Progress,02:59:02,2036-11-23
COMP_00119,No water supply in BTM Layout since 10 days,water,BWSSB,High,12.99092653,77.69362158,Pending,23:18:44,2040-04-24
COMP_00120,Power outage in Yelahanka for 10 days,electricity,BESCOM,High,12.96140077,77.68344549,Pending,19:12:31,2056-02-19
COMP_00121,Garbage not collected at MG Road for 2 days,garbage,BBMP Sanitation,High,12.99436612,77.58326804,In Progress,21:25:47,2082-09-29
COMP_00122,Road surface damaged at Jayanagar,roads,BBMP Roads,High,12.90153914,77.56140335,In Progress,16:17:27,2079-10-18
COMP_00123,Multiple cracks on road at Indiranagar,roads,BBMP Roads,High,12.89996443,77.5772873,Pending,00:38:26,2075-07-01
COMP_00124,Waste scattered on road at MG Road,garbage,BBMP Sanitation,Medium,12.93298493,77.59610627,In Progress,02:19:12,2097-12-12
COMP_00125,Road surface damaged at MG Road,roads,BBMP Roads,Medium,12.97435347,77.59711912,Pending,22:33:44,2025-08-11
COMP_00126,Overflowing dustbin at Indiranagar,garbage,BBMP Sanitation,High,12.93824472,77.57769749,Pending,20:24:21,2070-09-22
COMP_00127,Garbage not collected at MG Road for 3 days,garbage,BBMP Sanitation,High,12.93421681,77.57697211,In Progress,15:22:00,2088-01-09
COMP_00128,Pothole near bus stop at Indiranagar,roads,BBMP Roads,Medium,13.03614159,77.63929056,In Progress,13:24:21,2055-07-28
COMP_00129,Broken water pipe flooding street at MG Road,water,BWSSB,Critical,12.99458565,77.49920082,Pending,10:53:19,2086-09-27
COMP_00130,Garbage not collected at Indiranagar for 8 days,garbage,BBMP Sanitation,High,12.88543056,77.50115554,Pending,10:12:18,2109-04-20
COMP_00131,Road surface damaged at Jayanagar,roads,BBMP Roads,Medium,13.04163093,77.54251039,Pending,14:42:54,2111-03-18
COMP_00132,Overflowing dustbin at Indiranagar,garbage,BBMP Sanitation,High,12.92369501,77.62641731,In Progress,18:30:03,2092-12-18
COMP_00133,Waste scattered on road at Malleshwaram,garbage,BBMP Sanitation,Medium,13.03631919,77.6808336,In Progress,18:55:20,2054-03-30
COMP_00134,Illegal garbage dumping near BTM Layout,garbage,BBMP Sanitation,Medium,13.05330313,77.68577317,Pending,15:38:07,2072-10-15
COMP_00135,Overflowing dustbin at Whitefield,garbage,BBMP Sanitation,Medium,12.88149352,77.66435525,In Progress,12:43:52,2059-07-20
COMP_00136,Large pothole near Malleshwaram causing traffic issues,roads,BBMP Roads,Medium,12.89576805,77.64302437,Pending,12:39:39,2057-10-16
COMP_00137,Transformer issue reported at Malleshwaram,electricity,BESCOM,High,12.87959112,77.61311663,Pending,14:59:19,2058-09-04
COMP_00138,No water supply in Malleshwaram since 2 days,water,BWSSB,High,12.90451895,77.55193265,In Progress,21:47:20,2090-08-17
COMP_00139,Waste scattered on road at Koramangala,garbage,BBMP Sanitation,Medium,12.89513587,77.52143405,Pending,21:43:23,2023-05-18
COMP_00140,Water contamination issue at Yelahanka,water,BWSSB,High,12.91351804,77.60448992,Pending,11:44:12,2097-01-20
COMP_00141,Transformer issue reported at Indiranagar,electricity,BESCOM,High,12.92374764,77.65681058,In Progress,15:28:17,2042-03-22
COMP_00142,Transformer issue reported at Jayanagar,electricity,BESCOM,High,12.97130487,77.49947848,Pending,16:26:44,2101-11-12
COMP_00143,No water supply in Jayanagar since 8 days,water,BWSSB,High,12.88457108,77.69110438,In Progress,21:24:01,2056-05-06
COMP_00144,Pothole near bus stop at MG Road,roads,BBMP Roads,Medium,13.0287521,77.51410377,In Progress,16:59:04,2036-04-06
COMP_00145,Multiple cracks on road at Jayanagar,roads,BBMP Roads,High,12.98180125,77.59609794,In Progress,05:37:39,2112-07-17
COMP_00146,Power outage in Malleshwaram for 9 days,electricity,BESCOM,High,12.926151,77.49775374,Pending,12:36:49,2111-03-31
COMP_00147,Transformer issue reported at Indiranagar,electricity,BESCOM,Critical,12.87565952,77.51335068,In Progress,13:06:12,2039-07-21
COMP_00148,Road surface damaged at Jayanagar,roads,BBMP Roads,Medium,12.95456619,77.68702713,In Progress,22:47:33,2085-09-20
COMP_00149,Multiple cracks on road at Indiranagar,roads,BBMP Roads,Medium,12.91506935,77.5751188,Pending,17:05:24,2023-11-18
COMP_00150,Road surface damaged at MG Road,roads,BBMP Roads,High,13.0528824,77.59935028,Pending,08:04:01,2025-12-29
COMP_00151,Pothole near bus stop at MG Road,roads,BBMP Roads,Medium,12.89145709,77.51766207,In Progress,21:25:27,2024-03-27
COMP_00152,Multiple cracks on road at Yelahanka,roads,BBMP Roads,High,12.94253706,77.60950193,In Progress,01:43:45,2080-05-16
COMP_00153,Road surface damaged at BTM Layout,roads,BBMP Roads,Medium,13.02986096,77.56334542,In Progress,09:55:44,2079-11-30
COMP_00154,No water supply in Indiranagar since 9 days,water,BWSSB,Critical,12.96629208,77.6727168,Pending,12:14:53,2050-12-13
COMP_00155,Garbage not collected at Yelahanka for 10 days,garbage,BBMP Sanitation,High,12.9370492,77.5289814,Pending,10:53:06,2060-07-08
COMP_00156,Power outage in Indiranagar for 1 days,electricity,BESCOM,High,12.97598936,77.58644613,Pending,01:07:54,2043-10-02
COMP_00157,Large pothole near Jayanagar causing traffic issues,roads,BBMP Roads,High,12.87961906,77.63472507,In Progress,04:17:07,2109-12-04
COMP_00158,Electric pole damaged near Yelahanka,electricity,BESCOM,Critical,12.89826122,77.59968174,In Progress,03:18:44,2099-12-25
COMP_00159,Street lights not working at Malleshwaram,electricity,BESCOM,Critical,12.97996214,77.58232863,In Progress,11:41:28,2068-05-08
COMP_00160,Street lights not working at BTM Layout,electricity,BESCOM,High,12.92777627,77.5989488,In Progress,16:04:55,2031-05-08
COMP_00161,Broken water pipe flooding street at Yelahanka,water,BWSSB,High,12.92767656,77.50845537,In Progress,00:15:10,2044-08-26
COMP_00162,Water leakage reported at Yelahanka,water,BWSSB,High,13.04950318,77.6493859,Pending,10:41:23,2056-06-25
COMP_00163,Pothole near bus stop at Whitefield,roads,BBMP Roads,Medium,13.07069161,77.62586713,Pending,06:19:58,2054-10-18
COMP_00164,Electric pole damaged near Whitefield,electricity,BESCOM,High,12.99727041,77.52977229,In Progress,12:47:52,2082-05-19
COMP_00165,Water contamination issue at Jayanagar,water,BWSSB,Critical,13.01719083,77.66509641,Pending,11:27:49,2042-09-01
COMP_00166,Multiple cracks on road at Whitefield,roads,BBMP Roads,High,13.0629611,77.68159825,In Progress,07:39:02,2046-09-05
COMP_00167,Garbage not collected at Whitefield for 8 days,garbage,BBMP Sanitation,High,12.89425766,77.68282257,Pending,18:05:59,2047-08-22
COMP_00168,Waste scattered on road at Malleshwaram,garbage,BBMP Sanitation,High,12.92010711,77.54886132,Pending,00:16:44,2110-11-16
COMP_00169,Electric pole damaged near Yelahanka,electricity,BESCOM,Critical,12.99070436,77.60585905,In Progress,19:11:51,2065-06-16
COMP_00170,Waste scattered on road at Indiranagar,garbage,BBMP Sanitation,High,12.98791043,77.52907765,In Progress,22:34:04,2026-03-23
COMP_00171,Street lights not working at Yelahanka,electricity,BESCOM,High,13.04954844,77.50516278,In Progress,05:17:26,2102-09-30
COMP_00172,Transformer issue reported at Whitefield,electricity,BESCOM,High,12.88875469,77.53105119,In Progress,23:24:26,2111-06-08
COMP_00173,Garbage not collected at Malleshwaram for 1 days,garbage,BBMP Sanitation,High,13.05177057,77.58115937,In Progress,19:29:54,2077-09-18
COMP_00174,Broken water pipe flooding street at Koramangala,water,BWSSB,Critical,12.95174105,77.59508708,Pending,17:34:20,2072-11-30
COMP_00175,Electric pole damaged near Jayanagar,electricity,BESCOM,Critical,12.93174298,77.53147238,Pending,23:43:59,2066-02-03
COMP_00176,Pothole near bus stop at Koramangala,roads,BBMP Roads,High,12.8926954,77.59592547,Pending,16:49:32,2029-08-11
COMP_00177,Garbage not collected at Koramangala for 6 days,garbage,BBMP Sanitation,High,13.05835834,77.54241338,Pending,18:18:23,2106-06-19
COMP_00178,Road surface damaged at MG Road,roads,BBMP Roads,Medium,12.88669897,77.5643989,In Progress,14:08:25,2063-12-08
COMP_00179,Illegal garbage dumping near Whitefield,garbage,BBMP Sanitation,Medium,13.04158793,77.57580561,Pending,09:05:50,2055-10-01
COMP_00180,Water contamination issue at BTM Layout,water,BWSSB,Critical,12.93945273,77.51184597,Pending,05:50:32,2103-05-02
COMP_00181,Waste scattered on road at Yelahanka,garbage,BBMP Sanitation,High,13.02550147,77.66645081,In Progress,07:16:07,2091-10-15
COMP_00182,Electric pole damaged near Koramangala,electricity,BESCOM,Critical,12.96857901,77.51913605,Pending,11:36:59,2021-12-25
COMP_00183,Electric pole damaged near MG Road,electricity,BESCOM,Critical,12.92233922,77.56521674,Pending,07:16:25,2065-02-02
COMP_00184,Water contamination issue at Yelahanka,water,BWSSB,Critical,12.95013747,77.68624198,Pending,10:07:35,2021-10-04
COMP_00185,Pothole near bus stop at Yelahanka,roads,BBMP Roads,High,12.94867247,77.5671684,In Progress,13:12:43,2115-01-15
COMP_00186,Electric pole damaged near Whitefield,electricity,BESCOM,High,13.04760334,77.59495096,In Progress,03:12:04,2086-08-24
COMP_00187,Transformer issue reported at BTM Layout,electricity,BESCOM,Critical,12.95335816,77.60101078,Pending,22:33:46,2085-12-29
COMP_00188,Water leakage reported at MG Road,water,BWSSB,Critical,12.98871658,77.53707579,Pending,06:19:49,2031-07-15
COMP_00189,Power outage in MG Road for 7 days,electricity,BESCOM,Critical,12.99467873,77.6703924,In Progress,19:19:07,2103-04-06
COMP_00190,Road surface damaged at Indiranagar,roads,BBMP Roads,Medium,13.02753946,77.50564474,In Progress,21:08:20,2099-01-14
COMP_00191,Large pothole near Indiranagar causing traffic issues,roads,BBMP Roads,Medium,13.00557598,77.66337693,Pending,13:59:57,2108-07-12
COMP_00192,Garbage not collected at Malleshwaram for 3 days,garbage,BBMP Sanitation,High,13.05003744,77.50239778,In Progress,01:47:11,2066-04-11
COMP_00193,Overflowing dustbin at Whitefield,garbage,BBMP Sanitation,High,12.93915115,77.60933866,Pending,07:23:00,2027-01-12
COMP_00194,Waste scattered on road at Jayanagar,garbage,BBMP Sanitation,Medium,12.92331607,77.53188224,Pending,17:37:36,2053-05-05
COMP_00195,Transformer issue reported at Whitefield,electricity,BESCOM,Critical,12.93016495,77.56609557,In Progress,20:34:22,2105-07-10
COMP_00196,Broken water pipe flooding street at BTM Layout,water,BWSSB,High,13.01625783,77.49693117,Pending,04:03:35,2075-11-01
COMP_00197,Road surface damaged at Malleshwaram,roads,BBMP Roads,Medium,12.87746914,77.53925196,In Progress,11:51:19,2066-09-04
COMP_00198,Transformer issue reported at BTM Layout,electricity,BESCOM,High,12.89769752,77.68437185,In Progress,13:27:07,2116-07-21
COMP_00199,No water supply in Yelahanka since 2 days,water,BWSSB,Critical,12.96491304,77.61902,Pending,19:38:14,2115-01-18
COMP_00200,Overflowing dustbin at BTM Layout,garbage,BBMP Sanitation,Medium,13.01056402,77.5300983,In Progress,23:50:34,2031-06-26
COMP_00201,Waste scattered on road at MG Road,garbage,BBMP Sanitation,Medium,13.042688,77.50404826,Pending,01:57:15,2030-08-13
COMP_00202,Large pothole near Jayanagar causing traffic issues,roads,BBMP Roads,High,12.92960622,77.66800664,Pending,13:01:38,2033-03-30
COMP_00203,Overflowing dustbin at Koramangala,garbage,BBMP Sanitation,High,12.96003688,77.60306795,In Progress,12:43:16,2078-11-11
COMP_00204,Transformer issue reported at Malleshwaram,electricity,BESCOM,High,13.04587973,77.51600079,Pending,11:34:53,2085-07-07
COMP_00205,Power outage in Indiranagar for 2 days,electricity,BESCOM,High,12.94159972,77.66693848,In Progress,04:31:01,2040-08-03
COMP_00206,Overflowing dustbin at MG Road,garbage,BBMP Sanitation,High,12.92763299,77.54292255,In Progress,21:35:04,2042-03-13
COMP_00207,No water supply in Yelahanka since 1 days,water,BWSSB,High,12.89968678,77.51673205,Pending,14:30:33,2021-12-18
COMP_00208,Road surface damaged at Malleshwaram,roads,BBMP Roads,Medium,12.89894432,77.51571025,In Progress,05:08:49,2028-03-18
